nom,prenom,dateNaissance,numeroLicence,sexe,club,pointsSimple,pointsDouble,pointsMixte
LEGRAND,Yuki,2007-03-28,6231003,FEMME,ASPTT Lyon,843,752,882
BRANDT,Nadia,2013-06-02,2261542,FEMME,Bad Ain,491,446,400
POULAIN,Luc,2010-12-28,9301110,HOMME,BC Limoges,621,647,525
DUMAS,Mélanie,2011-12-30,2230139,FEMME,BC Quimper,420,411,400
RENARD,Xavier,1977-07-27,3367527,HOMME,Bad Basque,815,707,866
HOFFMANN,Corentin,1973-10-27,9879654,HOMME,BC Cholet,791,820,702
BOURGEOIS,Huong,2006-05-29,9990404,FEMME,BC Rouen,740,612,549
CHEVALIER,Luc,2008-06-26,2415700,HOMME,Shuttle Grenoble,895,866,787
FONTAINE,Paul,1987-02-14,6741568,HOMME,BCMS Montpellier,651,565,511
NGUYEN,Elisa,1990-05-16,9661779,FEMME,BC Villefranche,1238,,1256
BECKER,Aurélie,1960-03-30,6758546,FEMME,Centre-Val Bad,1139,1044,1202
COSTA,Alexia,1994-06-21,9694667,FEMME,Colmar Bad,1843,1759,1778
LOPES,Nicolas,2001-05-02,1748384,HOMME,Bad Saint-Étienne,912,869,943
FONTAINE,Lilou,1958-08-08,2415472,FEMME,BC Fréjus,848,884,899
MARTINEZ,Valentin,1986-10-15,4335942,HOMME,BC Valenciennes,1596,1517,1399
VINCENT,Marine,1989-08-26,1479527,FEMME,BC Toulon,1084,984,1009
ADAM,Romain,1974-11-03,6977683,HOMME,ACBB Boulogne,1266,1317,1183
DUPONT,Raphaël,1992-04-05,3688759,HOMME,CS Lunel,582,561,654
MORIN,Corentin,1958-04-06,5448689,HOMME,BC Valenciennes,1188,1142,1044
GARCIA,Jean,2011-09-24,1440560,HOMME,BC Grenoble,519,597,404
MICHEL,Céline,1991-06-08,2172134,FEMME,Île-de-France Badminton,1865,1729,1676
PERRIN,Alain,1991-08-21,4183858,HOMME,BC Metz,845,908,796
SILVA,Manon,2017-02-17,1655758,FEMME,Shuttle Grenoble,447,400,514
VASSEUR,Frédéric,1987-05-29,3704873,HOMME,Shuttle Reims,,,
MEYER,Ronan,1960-12-05,3346484,HOMME,CS Lunel,,,
PHAM,Léa,1995-12-28,4925393,FEMME,BC Cholet,,,
TREMBLAY,Anne,2003-11-09,2348776,FEMME,ACBB Boulogne,1941,1853,1863
BRUN,Chloé,2012-07-08,8808566,FEMME,BC Lorient,405,,418
FAURE,Tuan,1969-03-28,7574782,HOMME,Shuttle Grenoble,1029,1093,1070
RENAUD,Victor,2014-02-08,2240482,HOMME,BC Metz,420,502,400
BARREAU,Marie,2017-11-02,3521238,FEMME,Shuttle Grenoble,438,532,400
BERTRAND,Hoa,1983-10-28,5268769,FEMME,BC Marseille,885,981,708
PETIT,Jean,1972-05-14,5330826,HOMME,BC Clermont,831,750,868
MARCHAND,Enzo,1980-06-22,2510410,HOMME,BC Bayonne,662,,727
VU,Ambre,2011-10-30,3091268,FEMME,Shuttle Grenoble,444,426,400
DUPONT,Virginie,2010-04-26,8466395,FEMME,Anjou Badminton,449,400,400
LOPES,Tanguy,2004-10-30,5304644,HOMME,BC Chartres,1006,927,1030
TRAN,Marine,1994-10-04,1115847,FEMME,BC Rouen Nord,1318,1397,1210
DO,Lisa,1986-10-23,5486567,FEMME,Shuttle Grenoble,1170,1046,995
MAILLOT,Thibaut,1967-06-07,5941179,HOMME,BC Metz,621,713,437
AUBERT,André,1993-03-22,5152442,HOMME,Shuttle Nancy,1695,1586,1687
WEBER,Edouard,2008-11-15,7004501,HOMME,BC Orléans,736,811,557
BRUN,Victoire,1968-06-30,4756992,FEMME,BC Voiron,947,931,889
KLEIN,Hugo,2008-09-19,2763347,HOMME,Bad Riom,640,649,585
ROUX,Virginie,1994-07-20,3358550,FEMME,Bad Club Seine,1915,1925,1779
ROBERT,Patrick,2005-08-16,5000277,HOMME,Auvergne Bad,871,923,846
HENRY,Céline,1962-08-20,4437489,FEMME,BC Bayonne,696,682,568
PICARD,Khoa,1999-10-29,1282288,HOMME,BC Aix-en-Provence,968,913,942
KLEIN,Isabelle,2011-08-26,9115290,FEMME,BC Fréjus,523,465,492
ROYER,Edouard,2004-03-06,6328460,HOMME,Bad Saint-Étienne,2114,,2035
SANTOS,Robin,1974-01-06,8606978,HOMME,BC Rouen Nord,915,923,728
LAURENT,Amandine,2005-09-21,1454123,FEMME,Grand Est Badminton,1819,1721,1733
BARREAU,Haruka,2003-02-12,5432215,FEMME,Hauts-de-France Bad,1108,976,1058
TREMBLAY,Assia,2013-03-27,7864828,FEMME,Bad Cambrai,429,477,400
PEREIRA,Corentin,2005-11-09,3351107,HOMME,Bad Riom,606,524,514
DINH,Sylvie,2000-10-19,2037475,FEMME,BC Caen Maritime,714,617,681
SCHULZ,Aurélie,2018-07-24,8249824,FEMME,BC Montpellier,422,400,473
PELLETIER,Sara,1992-01-30,7087168,FEMME,PACA Badminton,1292,1392,1097
CARON,Valérie,1992-08-03,7361002,FEMME,Nouvelle-Aquitaine Bad,856,846,811
SIMON,Marine,2005-03-21,2036143,FEMME,BC Rouen,1575,1615,1617
DINH,Cédric,1983-12-06,1082110,HOMME,Shuttle Angers,936,972,990
SILVA,Nanami,2011-09-13,5177784,FEMME,Pays de Loire Bad,449,434,453
COLIN,Valérie,1990-02-28,2172740,FEMME,BC Tours,1766,1862,1579
HENRY,Amaury,1986-07-26,2807006,HOMME,BC Rouen Nord,1046,925,862
LEGROS,Théo,1997-08-27,8513613,HOMME,Shuttle Club Lyon,843,942,702
BELLAMY,Alain,2010-12-29,8344365,HOMME,Colmar Bad,668,613,666
FRANCOIS,Dina,1983-06-12,9981097,FEMME,Shuttle Reims,1302,1311,1375
DELORME,Alexandre,1987-01-27,3786215,HOMME,ACBB Boulogne,,,
VALENTIN,Sandrine,2002-09-16,3470392,FEMME,Hauts-de-France Bad,,,
HOFFMANN,Thomas,1974-12-18,7141617,HOMME,BC Chartres,954,918,920
PIRES,Luna,1978-04-28,7568889,FEMME,CSMT Versailles,567,615,522
ROUX,Yuki,1984-01-15,6249025,FEMME,Bad Var,605,,470
DUPONT,Antoine,1994-09-04,8823528,HOMME,Bad Ain,1341,1440,1251
COSTA,Laura,2008-10-11,3191223,FEMME,Bad Saint-Étienne,528,447,400
MERCIER,Guillaume,1960-03-02,4645452,HOMME,Bad Ain,1031,1064,1090
ADAM,Isabelle,1967-12-28,6767952,FEMME,Hauts-de-France Bad,991,970,908
AUBRY,Julie,1993-05-13,7838943,FEMME,BC Rouen Nord,1423,1277,1283
RENARD,Lilou,2013-08-05,7723294,FEMME,Bad Club Bordeaux,423,440,400
PERRIN,Baptiste,1988-11-16,3630064,HOMME,BC Mulhouse,499,430,400
SCHULZ,Jérôme,1988-09-03,3680152,HOMME,Nouvelle-Aquitaine Bad,859,798,919
MARTIN,Minh,1996-01-11,3978208,HOMME,Bad Nîmes,657,509,699
LE,Yuki,2008-12-10,7218604,FEMME,Bad Brest,537,479,464
PHAM,Christine,1974-12-26,9321677,FEMME,BC Caen,1070,1106,1080
FAURE,Alexis,2013-11-14,9658626,HOMME,Bad Cambrai,459,401,400
CLEMENT,Olivier,2011-10-01,2348003,HOMME,BC Cholet,537,485,525
HOFFMANN,Léa,1994-11-06,1214114,FEMME,Bad Hérault,624,636,506
MOREL,Claire,1991-12-30,4910802,FEMME,BC Clermont,1029,992,1015
MANSOURI,Théo,2008-07-19,5535937,HOMME,BC Valenciennes,834,746,899
CLEMENT,Gaëtan,1992-02-12,9580574,HOMME,BC Mulhouse,514,572,400
ADAM,Christine,1995-04-08,1568202,FEMME,Bad Var,896,825,708
SCHULZ,Aurélie,2008-01-08,7504354,FEMME,BC Montpellier,572,573,567
TREMBLAY,Elisa,1961-07-22,3280163,FEMME,CS Lunel,1259,1318,1091
RICHARD,Tristan,2011-04-29,1519762,HOMME,Bad Ain,524,615,457
GARNIER,Julie,2005-11-01,7655572,FEMME,ACBB Boulogne,510,475,492
TREMBLAY,Frédéric,2016-06-24,4771940,HOMME,Racing Club Paris,413,462,400
MULLER,Vincent,2000-10-31,2658820,HOMME,Bad Riom,1827,1772,
DAVID,Arnaud,2011-02-06,4096693,HOMME,BC Le Mans,536,592,602
CARON,Nina,1986-11-01,4333138,FEMME,BC Reims,1254,1206,1240
GIRARD,Sandrine,1994-05-02,8639965,FEMME,BC Le Mans,1603,1515,1630
DUMAS,Chloé,1972-08-29,5290055,FEMME,Bad Cambrai,899,959,921
MICHEL,Léa,1998-08-06,9679845,FEMME,Alsace Badminton,731,792,755
MORIN,Alexandre,1970-05-18,8544170,HOMME,Bad Finistère,742,721,731
POULAIN,Maxime,1961-08-28,7949442,HOMME,BC Paris 15,923,839,974
TRAN,Sarah,1998-01-02,1757170,FEMME,BC Montpellier,507,515,488
SCHNEIDER,Julien,1971-04-19,5398627,HOMME,US Créteil Bad,500,400,400
LECONTE,Steven,1993-04-23,4318988,HOMME,BC Orléans,1285,1154,
ROBERT,Mélanie,1975-02-09,5910515,FEMME,Auvergne Bad,1255,1236,1159
MEYER,Pascal,1970-01-27,8173476,HOMME,Shuttle Mulhouse,1047,899,915
BOUCHARD,Maëlle,1971-02-19,4995474,FEMME,Alsace Badminton,898,,834
BRUN,Lola,1979-03-05,3707516,FEMME,Levallois SC,,,
FAURE,Clément,2008-05-27,3243791,HOMME,Bad Indre,,,
RICHARD,Isabelle,2012-09-29,8937663,FEMME,BC Tours,447,485,409
TRAN,Vincent,1956-05-19,7907430,HOMME,BC Orléans,1292,1157,1331
HENRY,Erwan,1993-08-19,1946942,HOMME,Nouvelle-Aquitaine Bad,583,538,431
BONNET,Yann,2015-02-22,5135634,HOMME,Shuttle Toulouse,429,527,
POULAIN,André,1966-09-25,9424687,HOMME,BC Douai,955,855,841
ROUX,Marie,2003-07-28,1773830,FEMME,Pays de Loire Bad,1679,1543,1676
CHARRIER,Camille,2012-01-18,7331639,FEMME,PUC Badminton,,,
SCHULZ,Nina,1987-04-26,7791754,FEMME,PACA Badminton,1512,1434,1418
GAGNON,Théo,2001-12-29,6258074,HOMME,Bad Riom,899,782,895
RENAUD,Claire,1989-04-09,6314971,FEMME,Bad Finistère,1572,1452,1551
CHEVALIER,Julien,1987-07-21,8524120,HOMME,Bad Dijon,1111,973,1095
VALENTIN,Victoire,2013-06-01,1387852,FEMME,Bad Club Rennes,442,446,400
FOURNIER,Robin,1963-05-08,5169034,HOMME,BC Grenoble,497,440,400
SIMON,Jade,2004-12-19,5659843,FEMME,Bad Dijon,1211,1267,1140
AUBERT,Nanami,2009-07-01,6757060,FEMME,BC Besançon,625,588,540
PHAM,Aurélie,2016-01-21,4721202,FEMME,BC Sélestat,415,510,400
VINCENT,Nam,2007-08-24,4685762,HOMME,Shuttle Club Lyon,879,872,862
BENALI,Jérôme,2009-07-08,7770605,HOMME,BC Quimper,411,453,400
MOREL,Marine,2005-08-05,7568709,FEMME,Colmar Bad,912,982,935
BERNARD,Erwan,2010-11-24,2188789,HOMME,BC Rouen,462,,413
CHEVALIER,Renaud,1996-01-10,8408330,HOMME,PACA Badminton,964,892,879
CHEVALIER,Renaud,2003-02-18,3996177,HOMME,Bad Ain,1455,1523,1432
MAILLOT,Enzo,1993-10-05,9686333,HOMME,Bad Ardennes,1727,1668,
WEBER,Kevin,2006-12-30,8272117,HOMME,Colmar Bad,1526,1382,1486
AUBRY,Pierre,2004-02-18,5768917,HOMME,BC Fréjus,942,819,758
THOMAS,Virginie,1995-06-29,8766837,FEMME,Alsace Badminton,1602,1530,1488
PEREIRA,Manon,1971-02-18,5406317,FEMME,ASPTT Bordeaux,920,843,785
THOMAS,Mai,2010-08-19,8082763,FEMME,Racing Club Paris,,,
BRUN,Sylvie,1963-02-03,6564962,FEMME,Normandie Badminton,1211,1208,1050
BLANC,Robin,1999-03-11,1350945,HOMME,BC Fréjus,887,850,887
RICHTER,Eva,2003-10-10,3972390,FEMME,BC Sète,532,452,400
BRUN,Baptiste,1988-10-19,1036906,HOMME,Badminton Nantes,1057,1105,1027
MEYER,Denis,1998-01-09,9074211,HOMME,BC Mulhouse,681,543,519
MARCHAND,Lisa,1985-08-28,3307841,FEMME,BC Pau,1080,1015,948
PETIT,Patrick,2003-11-24,2794884,HOMME,Shuttle Angers,950,934,781
GARNIER,Khoa,2005-06-04,4793107,HOMME,BC Thiers,1418,1459,1330
LAURENT,Yasmine,1998-01-02,1311625,FEMME,BC Villefranche,1544,1612,1383
DELORME,Sophie,2010-05-27,3119837,FEMME,BC Valenciennes,557,551,468
WOLFF,Yasmine,2010-01-01,1115422,FEMME,Anjou Badminton,662,761,677
ADAM,Xavier,1983-03-03,4272121,HOMME,Shuttle Mulhouse,1467,1318,1424
LACOMBE,Arnaud,2007-03-29,4314921,HOMME,Nouvelle-Aquitaine Bad,631,557,447
BENALI,Zahra,2015-01-02,9567798,FEMME,Bad Basque,408,414,400
DUPUIS,Lucas,2005-07-12,3734817,HOMME,CSMT Versailles,1250,1293,1248
VINCENT,Leila,2010-07-20,6387263,FEMME,Colmar Bad,400,400,400
DELORME,Elisa,1999-07-09,3675641,FEMME,Hauts-de-France Bad,596,508,587
BELLAMY,Océane,2009-06-11,3564963,FEMME,BC Lorient,400,471,400
MAILLOT,Axel,2009-04-16,6867699,HOMME,Shuttle Villeurbanne,657,683,637
MULLER,Laëtitia,2009-02-21,4319363,FEMME,Bad Ardennes,629,616,612
DUPUIS,Lan,2006-12-08,6044873,FEMME,BC Thiers,1367,1296,1413
BLANC,Enzo,1976-11-21,6046430,HOMME,Hauts-de-France Bad,1156,1041,964
WEBER,Célia,2013-06-04,9108386,FEMME,BC Voiron,469,400,452
GAGNON,Louis,1993-05-01,6863271,HOMME,BC Lille,1107,1023,1115
MARTIN,Gauthier,1990-10-15,4951650,HOMME,BC Thiers,1230,1298,1240
BARREAU,Mathieu,1998-03-11,7282564,HOMME,BC Lille,1864,1768,1724
ROUSSEAU,Jean,1965-03-20,8311511,HOMME,CSMT Versailles,959,942,
BLANC,Bryan,1960-12-19,3780224,HOMME,Chartreuse Badminton,1014,902,1076
SCHWARZ,Maxime,1986-02-03,5033945,HOMME,BC Le Mans,1594,1588,
SCHWARZ,Saki,1999-12-30,5515817,FEMME,BC Vichy,1787,1873,1774
SIMON,Margot,2008-11-08,3284932,FEMME,Bad Cambrai,727,683,528
PREVOT,Valérie,2008-11-06,2943485,FEMME,Bad Ain,481,402,424
COLIN,Damien,1971-12-12,5387900,HOMME,BC Caen Maritime,550,554,431
MOREL,Michel,1989-03-26,5360815,HOMME,CSMT Versailles,1302,1189,1113
BRANDT,Florian,1988-05-12,9243355,HOMME,Levallois SC,1342,1416,
MICHEL,Alain,1990-06-25,4038080,HOMME,Shuttle Mulhouse,1703,1797,1511
LOPES,Dina,1960-04-20,7887887,FEMME,Bad Ardennes,606,468,411
BOUCHARD,Nicolas,1982-11-08,1374994,HOMME,Shuttle Reims,,,
BRANDT,Lola,2001-07-12,4733590,FEMME,Badminton Nice,1335,1275,1162
COSTA,Stéphane,2011-02-22,2968064,HOMME,Bad Dijon,453,400,440
DAVID,Thuy,1960-09-16,1200863,FEMME,CSMT Versailles,511,542,400
PIRES,Ronan,1974-07-28,8926013,HOMME,Bad Brest,1022,982,826
CARPENTIER,Romane,2016-12-02,2766897,FEMME,Normandie Badminton,450,400,508
WAGNER,Baptiste,1992-01-03,3477096,HOMME,Badminton Nice,1199,1088,1118
MARTIN,Léa,2004-04-25,5051193,FEMME,Bad Amiens,2095,2089,
LACOMBE,Ambre,2012-03-21,9571450,FEMME,BC Quimper,572,464,588
KLEIN,Steven,1978-02-10,8079251,HOMME,BC Besançon,576,460,583
GUERIN,Célia,2004-11-23,8676730,FEMME,BC Aix-en-Provence,1269,1285,1331
TREMBLAY,Marie,1964-07-18,8030010,FEMME,Anjou Badminton,1205,1284,1117
NICOLAS,Paul,1991-11-02,7327602,HOMME,BC Tours Nord,1280,1202,1242
RICHARD,Nam,1975-03-09,3684980,HOMME,BC Charleville,696,649,709
PHAM,Zoé,1989-04-26,7786870,FEMME,Pays de Loire Bad,1006,1026,1069
PHAM,Clémence,2016-04-26,6610051,FEMME,Bad Club Bordeaux,431,400,439
LEFEBVRE,Tristan,2001-07-22,3802174,HOMME,BC Toulon,1356,1270,1203
BECKER,Nolan,1986-10-12,3966959,HOMME,Bad Amiens,660,538,533
GUERIN,Manon,1963-01-07,7804214,FEMME,Shuttle Club Lyon,495,400,400
MARTIN,Zoé,1991-05-02,8568262,FEMME,Shuttle Angers,1061,994,1064
RENARD,Virginie,1968-03-13,8955522,FEMME,Bad Brest,1103,989,1056
VASSEUR,Agathe,2011-06-20,4124268,FEMME,BC Thiers,529,612,514
WOLFF,Mickaël,2013-12-18,7702709,HOMME,BC Valenciennes,491,,478
CHEVALIER,Sienna,2006-05-24,3539706,FEMME,Shuttle Nancy,,,
BARREAU,Mai,1988-04-25,3412081,FEMME,Picardie Bad,603,523,444
RENAUD,Élodie,1989-07-18,3375907,FEMME,BC Villefranche,1043,1045,1015
ADAM,Valérie,1987-04-15,1677131,FEMME,BC Charleville,757,766,794
BLANC,Baptiste,2005-07-26,9909189,HOMME,Auvergne Bad,1252,1147,1181
DO,Renaud,1964-05-13,7313481,HOMME,BC Sélestat,1071,1077,912
AUBERT,Yumi,1992-01-14,1330646,FEMME,Badminton Nice,1493,1410,1534
SCHWARZ,Christophe,1965-12-03,5825725,HOMME,Bad Ain,,,
MULLER,Lilou,2003-05-07,4028765,FEMME,BC Sète,1825,1691,1754
BARBIER,Jade,2000-12-16,5558784,FEMME,Bad Amiens,1009,1090,
JACOBS,Amina,2012-08-15,3867701,FEMME,Shuttle Angers,402,400,
LE,Thierry,1968-12-08,1430177,HOMME,Shuttle Mulhouse,1020,954,1031
LECONTE,Margot,2011-07-25,6412720,FEMME,Bad Indre,522,400,457
BARBIER,Clémence,2001-05-03,6889223,FEMME,BC Grenoble,,,
DUPONT,Florian,1957-06-10,5339566,HOMME,Île-de-France Badminton,1043,958,1002
GAUTHIER,Hoa,1991-04-13,8962691,FEMME,BC Montpellier,1710,1762,1714
AUBERT,Dina,1961-05-17,3198037,FEMME,ASPTT Bordeaux,888,745,810
VINCENT,Manon,2017-10-02,8042673,FEMME,BC Voiron,415,425,400
FERRY,Catherine,2003-05-18,7725869,FEMME,Bad Isère,788,,731
WAGNER,Quoc,1958-05-09,8704345,HOMME,Shuttle Mulhouse,522,529,554
MARTINEZ,Axel,1987-05-21,2342454,HOMME,BC Grenoble,738,675,741
BOUCHARD,Margot,2005-06-09,8176141,FEMME,Rhône-Alpes Bad,1615,1539,1590
BARREAU,Elisa,2004-07-10,9151230,FEMME,BC Bayonne,,,
FRANCOIS,Nam,1990-01-14,2845672,HOMME,Bad Saint-Étienne,844,795,832
LAURENT,Maëlle,1988-11-03,1547138,FEMME,Grand Est Badminton,1099,1090,1145
ROBERT,Hugo,1996-07-12,5595595,HOMME,Bad Indre,1434,1495,1499
LOPES,Aïcha,2010-06-04,4926940,FEMME,Bad Club Bordeaux,540,535,491
MARTIN,Nanami,1972-04-01,6864495,FEMME,Hauts-de-France Bad,909,867,950
MARCHAND,Arthur,2007-08-17,5979799,HOMME,Racing Club Paris,719,786,791
RICHARD,Robin,1983-10-04,3080772,HOMME,BC Strasbourg,997,940,887
LOPES,Valérie,2010-02-16,9698576,FEMME,CS Lunel,600,492,555
BARBIER,Chloé,1988-08-17,6113728,FEMME,BC Quimper,697,697,701
WAGNER,Steven,1992-07-04,7799003,HOMME,Colmar Bad,1630,1498,1585
DUMAS,Yasmine,1975-12-18,8986637,FEMME,Bad Basque,1277,1274,
MEUNIER,Maëlle,2013-04-08,2945606,FEMME,BC Voiron,492,400,513
PREVOT,Lucas,2009-04-06,6627605,HOMME,Bad Brest,591,451,481
GUERIN,Léonie,1970-04-26,1960882,FEMME,BC Le Mans,1070,958,1006
BECKER,Romane,1957-05-08,5963118,FEMME,CSMT Versailles,1024,966,952
COSTA,Frédéric,2001-01-15,9709592,HOMME,BC Fréjus,1911,1772,1862
MARCHAND,Sarah,2008-01-24,6280441,FEMME,Normandie Badminton,778,864,778
LE,Mai,2010-09-25,3922838,FEMME,Badminton Nice,692,790,512
LEFEBVRE,Thomas,2008-01-01,2762399,HOMME,ACBB Boulogne,559,499,
VASSEUR,Aïcha,2002-05-20,7543827,FEMME,Bad Var,1506,1391,1538
BONNET,Khoa,2011-04-08,3686922,HOMME,BC Douai,465,400,400
COTE,Vincent,2007-11-28,6066183,HOMME,BC Lille,660,545,678
DINH,Jean,1996-07-11,1187511,HOMME,Bad Club Bordeaux,1815,1876,1649
PICARD,Gaëtan,1999-05-21,1962308,HOMME,Badminton Nice,1874,1929,1755
LEFEBVRE,Océane,1988-05-03,6025618,FEMME,Shuttle Villeurbanne,1333,1398,1269
NGUYEN,Tuan,2001-05-15,3435210,HOMME,BC Nantes Ouest,,,
MEUNIER,Tuan,1988-09-18,4536087,HOMME,Bad Cambrai,,,
BELLAMY,Lola,1963-06-05,4696630,FEMME,ASPTT Lyon,1165,1072,
MARTINEZ,Pascal,2011-06-03,6963188,HOMME,Nouvelle-Aquitaine Bad,552,582,572
BENALI,Sébastien,1963-02-19,1168879,HOMME,PUC Badminton,1183,1158,1119
CLEMENT,Héloïse,1967-04-20,5982194,FEMME,Bad Club Bordeaux,457,,400
LAURENT,Romane,2000-03-04,9399659,FEMME,BC Montpellier,1732,1668,1582
PEREIRA,Ronan,2018-09-07,5593966,HOMME,Île-de-France Badminton,401,,
DUPUIS,Héloïse,2009-05-17,1481514,FEMME,Grand Est Badminton,488,484,400
FONTAINE,Laura,1988-09-09,7720279,FEMME,BC Cholet,607,558,687
TREMBLAY,Thomas,2003-11-28,7233398,HOMME,Bad Club Rennes,2062,1918,2042
ROUSSEAU,Gaëtan,2014-07-11,6559713,HOMME,ESM Vendôme,407,400,400
AUBERT,Pauline,1990-08-06,3098819,FEMME,Bad Club Bordeaux,1058,1102,1133
BLANC,Mathieu,1998-12-15,5085445,HOMME,Bad Saint-Étienne,604,508,472
FERNANDEZ,Huong,2012-10-22,5123196,FEMME,Centre-Val Bad,525,616,400
ROYER,Paul,1995-02-24,7253670,HOMME,BC Nantes Ouest,1288,1171,1099
DUMAS,Sara,1983-04-24,6790344,FEMME,Bad Hérault,1250,1239,
PIRES,Théo,2016-06-17,1545614,HOMME,Bad Finistère,414,400,483
TREMBLAY,Jade,2009-04-25,6736073,FEMME,BC Amboise,638,,591
LEGROS,Arnaud,1955-05-05,3508919,HOMME,BC Paris 15,957,950,894
LECONTE,Victoire,1998-11-11,8872904,FEMME,Bad Hérault,1032,1032,916
VALENTIN,Alexandre,2004-03-24,4922805,HOMME,BC Rouen Nord,,,
BELLAMY,Margot,1990-01-02,7059800,FEMME,BC Metz,1246,1290,1064
LEFEVRE,Pauline,1989-06-28,5764039,FEMME,Shuttle Toulouse,635,570,461
SCHULZ,Hoa,1957-11-07,3458267,FEMME,Shuttle Club Lyon,1151,1037,1208
MASSON,Vinh,2012-03-12,7405854,HOMME,BC Tours Nord,452,400,527
ROUX,Amaury,2012-04-01,7737884,HOMME,CS Lunel,513,601,554
MARTINEZ,Loïc,1987-11-13,9106820,HOMME,Bad Ardennes,,,
MASSON,Steven,1958-02-21,7372504,HOMME,ASPTT Lyon,692,552,752
FOURNIER,Mathieu,2008-05-07,6952727,HOMME,Hauts-de-France Bad,586,620,549
PHAM,Huong,1994-09-17,3473513,FEMME,Shuttle Villeurbanne,1494,1490,1333
MARTINEZ,Corentin,2001-01-02,8387616,HOMME,Chartreuse Badminton,529,422,482
LECONTE,Laura,2010-02-21,8012222,FEMME,BC Douai,571,528,458
BONNET,Sienna,2008-10-03,3528827,FEMME,Shuttle Villeurbanne,583,468,547
CARPENTIER,Sophie,2009-04-22,4289792,FEMME,Auvergne Bad,492,400,505
SCHWARZ,Steven,1980-02-27,7929818,HOMME,Anjou Badminton,883,800,840
GARCIA,Akane,2006-12-23,7519046,FEMME,Nouvelle-Aquitaine Bad,2029,2041,1991
BELLAMY,Amaury,2010-09-13,9551355,HOMME,Picardie Bad,463,400,400
GARCIA,Quoc,1978-02-27,2610139,HOMME,PUC Badminton,655,605,
SANTOS,Amaury,2011-10-12,3013591,HOMME,Bad Ain,500,533,444
ANDRE,Fatima,2004-08-28,3155751,FEMME,Pays de Loire Bad,459,400,
BARBIER,Marc,1967-05-04,8678579,HOMME,Bad Club Rennes,671,679,525
DAVID,Yasmine,1973-11-07,6083161,FEMME,BC Le Mans,1017,1067,1016
MARTINEZ,Michel,2006-08-14,4539830,HOMME,Bad Club Bordeaux,2124,2201,2204
ROYER,Catherine,1983-07-30,7181998,FEMME,BC Orléans,,,
DELORME,Célia,2010-12-06,3719648,FEMME,Bad Club Bordeaux,479,446,475
MERCIER,Clément,1991-09-01,2990992,HOMME,Bad Riom,1614,1478,1655
LECONTE,Isabelle,1970-04-08,4812933,FEMME,BC Grenoble,782,795,797
VU,Vinh,1996-02-04,6037595,HOMME,BC Strasbourg,1955,1970,1839
FONTAINE,Léo,2006-06-13,1147943,HOMME,Anjou Badminton,1196,1066,1131
AUBRY,Louis,2008-08-19,2459544,HOMME,Bad Nîmes,502,472,400
MOREL,Marine,2011-06-07,7356257,FEMME,BC Douai,572,661,400
PEREIRA,Hugo,1971-08-26,1250379,HOMME,BC Orléans,1068,,1148
MATHIEU,Marie,2011-07-08,1230579,FEMME,BC Chartres,533,400,409
ROBERT,Chloé,1993-08-06,7439582,FEMME,Bad Club Seine,1116,1005,1185
BLANC,Lan,1996-03-31,2880692,FEMME,Shuttle Angers,709,769,740
MEYER,Christophe,2011-10-29,9736072,HOMME,Shuttle Angers,565,449,400
NICOLAS,Tuan,1995-05-03,4433287,HOMME,Shuttle Mulhouse,927,826,858
DUMAS,Léa,1997-09-06,6960341,FEMME,Bad Ain,1123,976,1058
DUPUIS,Alain,1998-05-30,8720280,HOMME,Shuttle Grenoble,1770,1626,1684
FOURNIER,Thibaut,2009-02-02,2375864,HOMME,Bad Ardennes,649,629,545
HENRY,Charlotte,1967-03-26,4709902,FEMME,Shuttle Club Lyon,466,,445
GAUTHIER,Hieu,2000-07-18,6360294,HOMME,CS Lunel,1917,1844,1882
SILVA,Christophe,2017-10-02,2030754,HOMME,Shuttle Reims,435,476,400
DUPONT,Haruka,1984-05-18,3714733,FEMME,BC Nantes Ouest,620,509,648
PHAM,André,2008-01-30,9625571,HOMME,Bad Riom,790,761,812
SCHWARZ,Bruno,1993-12-23,1451238,HOMME,Bad Brest,1331,1264,1376
RICHTER,Amaury,1956-12-12,8868209,HOMME,Shuttle Toulouse,1274,1216,
PELLETIER,Alice,2011-06-22,6589355,FEMME,BC Sélestat,477,560,453
LOPES,Lucie,1988-05-17,1358611,FEMME,BC Sète,826,802,699
ROUSSEAU,Agathe,1992-07-22,5015307,FEMME,Rhône-Alpes Bad,1158,1144,1115
DINH,Sakura,1968-01-24,5077568,FEMME,Bad Amiens,1243,1247,1181
DURAND,Vinh,2001-03-21,5812930,HOMME,BC Marseille,1817,1836,1835
LOPES,Lilou,2007-08-23,3509359,FEMME,Shuttle Toulouse,431,,494
WEBER,Minh,1977-03-11,7362407,HOMME,Bad Hérault,1018,1090,918
CHARRIER,Victor,2012-08-06,4536017,HOMME,BC Strasbourg,448,527,400
BRUN,Théo,2008-10-30,7619966,HOMME,BC Paris 15,800,783,654
MEYER,Edouard,1997-10-17,8758888,HOMME,Bad Saint-Étienne,782,666,828
LEGROS,Laura,1964-12-25,3587383,FEMME,Île-de-France Badminton,1195,1295,1121
VASSEUR,Quentin,2018-11-20,1987737,HOMME,Bad Saint-Étienne,404,400,400
POULAIN,Laurent,2014-10-22,4684377,HOMME,Shuttle Villeurbanne,447,400,400
